"Transcription","Backchannel","Pair"
"Undersøke","0","70"
"Det er litt gøy","0","70"
"Ja","1","70"
"Ja","0","70"
"Haha","0","70"
"Jeg kjører veldig kjedelige treningsøkter nå","0","70"
"Ja","1","70"
"Jeg ror, også gjør jeg litt kjerne","0","70"
"Ja","1","70"
"Mm","1","70"
"Ja","0","70"
"Jeg har ikke noe system for eh, jeg blir så demotivert","0","70"
"Ja jeg må ha system på det kjenner jeg","0","70"
"Det er sånn, hvis jeg ikke har sånn der","0","70"
"Litt sånn klart program føler jeg når jeg begynner å trene så blir jeg bare stående der og det er sånn","0","70"
"Åja, nei, unnskyld jeg s-, jeg har ikke noe mål","0","70"
"Åja du har ikke mål nei, nei sånn ja","0","70"
"Nei","1","70"
"Jeg har ikke noe sånn","0","70"
"Nei","1","70"
"Går etter en sånn jeg skal bare holde meg eh, vedlike og sikre at jeg har","0","70"
"Ja","1","70"
"Ja","1","70"
"At jeg ikke blir feit liksom","0","70"
"Mm","1","70"
"Det er litt sånn kjent","0","70"
"Ja men, det er liksom, det er det, jeg har jo lyst å bare holde sånn","0","70"
"Men det, jeg merker jo at det er litt sånn, det er ikke så","0","70"
"Det er litt vanskelig å holde motivasjonen da og liksom enn de gangene hvis du har et mål og da er det sånn der, da er det sånn åh ja jeg må trene idag, jeg må trene idag","0","70"
"Da","1","70"
"Det er sånn der, når","0","70"
"Jeg spiller fotball","0","70"
"Mm","1","70"
"Så var jo det liksom grunnen til at man kunne gå å løpe og sånn for at ok","0","70"
"Mm","1","70"
"Mm","1","70"
"Holder jeg litt lenger her nå så holder jeg litt lenger i match og litt sånn, da er det bedre","0","70"
"Ja","1","70"
"Ja","1","70"
"Mm","1","70"
"Sånn de gjør på Paradise og sånn? xxx","0","71"
"Ja, haha, for at de skal xxx","0","71"
"Ja. Okei. About the worst room mate experience you have ever had. Å, ja, eh, for et par måneder siden så holdt jeg på å, eh, åh, hvordan var det da? Skulle skjære agurk eller noe, og så skar jeg meg i fingen, og så er alle skapene rundt hvite, så var jeg liksom sånn wææh, jeg så ned på fingen og så klikket jeg helt og så bare wææh og så liksom sprutet det blod overalt. Og så kom han som jeg bor med, eh, vi er skikkelig sånn vi snakker ikke, sier ikke hvor vi går, sier ingenting, kom han inn, og han er frivillig i Røde Kors så han hadde hele Røde Kors uniformen på seg, jeg bare wææh og så kom han inn og så ser han meg og bare oi, og så går han inn på rommet sitt. Haha. Jeg bare høh, love ya, eh, romkjærlighet her sa jeg, det var liksom null passion. Bare fuck you. Det var liksom, det var stab i fingen, det var ikke krise liksom, det var bare litt sånn","0","71"
"Ja","1","71"
"Ja","1","71"
"Nei","1","71"
"Haha","1","71"
"Haha","1","71"
"xxx ja","1","71"
"Haha","1","71"
"Nei, nei det","1","71"
"Ja, at du bare, han brydde seg ikke i det hele tatt? Haha, trodde at han skulle liksom steppe inn.","0","71"
"Eh, kommer han inn med Røde Kors liksom xxx","0","71"
"Haha, ja. Bare Be my saving hero og så bare nei, nei.","0","71"
"Ja, haha. Okei, jeg hadde en room mate som, ja han hadde litt eh, problemer, eh, og så en dag så våknet jeg, eller, skulle jeg på do da om morgenen. Men, eh, også hører jeg sånn, fordi han snorker sånn veldig høyt, altså jeg hører det gjennom to vegger. Helt isolert. Eh, ja, og søren meg den morgenen så hører jeg jo snorking fra do. Han har faktisk sovnet på do. Så jeg må liksom bråke skikkelig for å få han til å våkne. Og det er, det er ikke, ja det har skjedd flere ganger i den forrige hybelen jeg bodde. Så, ja det var deilig å flytte derfra.","0","71"
"Ja","1","71"
"Haha, ja.","1","71"
"Haha, såpass. Ja.","1","71"
"Haha.","1","71"
"Nei. Haha, ånei.","1","71"
"Haha","1","71"
"Ja, ja, ja. Ser den.","1","71"
"Ja. Så det. Haha.","0","71"
"Haha. Men hva, hadde han bare sovnet på doen liksom? Var det noe som","0","71"
"Ja altså han var veldig trøtt når han gikk på do da, og så","0","71"
"Pff, haha. Herregud. Ja sånn kan det gå.","0","71"
"Kanskje det var en bra do. Jeg vet ikke. Men, eh, det","0","71"
"Ja","0","71"
"Sånn kan det gå","0","71"
"xxx the worst experience you have had with a boss","0","71"
"Ja","1","71"
"Ah, hvor skal jeg begynne? Haha","0","71"
"Ja haha, uff","1","71"
"Nei, jeg vet ikke. Jeg pleide å jobbe på Pizzabakeren i Stavanger, og det var bare","0","71"
"Ja","1","71"
"Nei, hun sjefen der var bare ute og kjøre liksom. Det var liksom, alt var hipp som happs og ikke noe organisatorisk, ikke noe","0","71"
"Ja","1","71"
"Eh, den verste opplevelsen. Nei, jeg klarer ikke å huske det. xxx","0","71"
"Nei, ikke jeg heller. Altså, de verste erfaringene mine har bare vært sånn det var litt stress på jobb liksom, så","0","71"
"Ja, okei. Men, har du, du har ikke jobb nå? Det er liksom","1","71"
"Nei, nå har jeg ikke det, så nå studerer jeg jo bare. Ja.","0","71"
"Ja, ja okei.","1","71"
"mm","0","71"
"Eh","0","71"
"What you are really bad at. Penger, haha. Hence hvorfor jeg er her, haha. Sånn, ja. Styre økonomi og sånn, det er bare, jeg bare kjøper alt jeg ser. Jeg har ikke noe impulskontroll liksom, det er, ja så når jeg går på Coopen liksom så er det bare å, den har jeg lyst på, å den har jeg lyst på, å tilbud på nutrilett I don´t care, jeg bare fyrer i alt, og så kommer jeg hjem og så er jeg sånn herregud for en hoarder jeg er. Haha.","0","71"
"Haha, ja, jobbe? Haha.","0","71"
"Du bare signer opp for, ja","0","71"
"Mm","1","71"
"Du, du prøver liksom å bli en som kan delta i luksusfellen? Det er det som er målet? Ja, okei.","0","71"
"Ja, xxx, det er det som er målet her i livet. Vil bli kjendis på luksusfellen.","0","71"
"Ja haha, xxx. Ja.","0","71"
"Haha. Og du da?","0","71"
"Eh, nei, jeg er veldig lat. Haha. Som, jeg har jo ikke jobb, og det er jo fordi jeg digger å ikke jobbe. Haha. Ja.","0","71"
"Ja, haha. Neida","1","71"
"Haha, såpass","1","71"
"Så, ja","0","71"
"Mm, eh, som jeg tror du vil like?","0","71"
"Oi","1","71"
"Det var jo litt sånn, okei.","0","71"
"Haha, xxx, haha.","1","71"
"Haha, okei hvis du er lat så, nei, jeg vet ikke","0","71"
"Pff, jeg liker det der, åh, det som er sånn på Netflix. Black Mirror. Har du sett det? Ah, fy fader, jeg digger det. Jeg blir mindfucket hver gang.","0","71"
"Ja, mm","1","71"
"Ja men den, jeg tror du liker den. Haha.","0","71"
"Ja, haha. Ehm","0","71"
"Da liker du sikker West Well","0","71"
"Ja, for jeg har ikke HBO, men jeg har sett første episoden, og jeg bare whaaat. Den er skikkelig, har du sett hele?","0","71"
"Ah","1","71"
"Yes, ja. Haha.","1","71"
"Ja ja ja, den er sykt bra. Det er som liksom en serie av Black Mirror.","0","71"
"Okei","1","71"
"Sykt kul.","0","71"
"Ja, men så er det litt sånn, jeg vet ikke om jeg likte Black Mirror sesong 4. For det var liksom, var det da Netflix begynte å ta over?","0","71"
"mm","0","71"
"Nei","1","71"
"Det var forrige sesong, men den forrige sesongen var ganske bra. Men, ja, det var litt sånn nå skal alle lages inn episoder. Litt mange episoder også kanskje. Men eh, men ja det var, jeg har ikke sett hele da, sesong 4, men jeg syns den var litt kul.","0","71"
"Ja","1","71"
"Ja ja ja","1","71"
"Ja","1","71"
"Nei","1","71"
"Nei for jeg syns det ble litt sånn dobbelmoralsk og holdte på å si, liksom når fuck the corporations og de store firmaene, og så kom Netflix og bare Hallo haha. Liksom nå tar vi over, det er litt sånn hæ? Det, ja, det var litt sånn Okei. This don´t make no sense, men jaja. Okei.","0","71"
"Ja, haha, det er sant. Ja, godt poeng. Det har jeg ikke tenkt på før. Eh, haha.","1","71"
"Ja, haha.","1","71"
"Ja","0","71"
"Neste greien så blir det de som vises på sånn der eh fremtidige xxx","0","71"
"Ja","1","71"
"Haha. Sånn TLC, sånn det der my biggest hoarder, de som har sånn syk samling, som aldri ryddet huset. Har du sett de seriene?","0","71"
"Eh, TLC holder jeg meg langt unna, men eh","0","71"
"Haha, what? TLC er fantastisk","0","71"
"Jo, men jeg tror ikke på, jeg tror alle bare er, alt er fake. Jeg tror ikke på det, og da er det sånn hvis ikke jeg tror på reality så er liksom poenget litt borte.","0","71"
"Ja. Ja det er sant.","1","71"
"Nei","1","71"
"Nei. Så de som drikker bleach og sånn xxx","1","71"
"Nei, ikke sant. Norsk, norsk reality det er litt mer real hvis jeg føler, selv om det er litt sånn.","0","71"
"kan ikke","0","71"
"Ja. Ja, men tror du på Paradise liksom? Det som skjer?","1","71"
"Jeg trodde egentlig ikke på det, men så så jeg på den der Trygdekontoret-dokumentaren. Det så jo litt mer legit ut etter å se den.","0","71"
"Nei","1","71"
"Åja, har de en dokumentar om, eh","0","71"
"Ja, ja. Han, eh, kompisen der han har eh laget en sånn dokumentar som går litt sånn behind the scenes da. Da virker det som det bare er litt sånn, det er litt, selvfølgelig det er jo litt sånn eh kunstig, men at det faktisk er ekte mennesker det overrasket meg, haha.","0","71"
"Åja","1","71"
"Ja","1","71"
"Ja ja","1","71"
"Ja ja. For av og til når hun der Isabelle går og klikker i vinkel så er jeg sånn nei, du, det der, det der må være fake liksom. Nå må det være betalt. Du kan ikke faktisk mene dette her liksom.","0","71"
"Haha","1","71"
"Nei","1","71"
"Kanskje de gjør det fordi de vet at det blir god TV haha","1","71"
"Ja, ikke sant","1","71"
"Okei","1","71"
"Strangest thing about where you grew up","0","71"
"Wow","0","71"
"Eh","0","71"
"Altså, vi hadde sånn, en fjellmafia da","0","71"
"Haha, hæ?","0","71"
"Som kom ned i fra fjellet og drev å skjøt folk og sånn. Det var ganske ille faktisk. Sandefjord.","0","71"
"Hæ?","0","71"
"Okei, ja, så, nei","0","71"
"Ja. Du husker ikke det i nyhetene?","0","71"
"Nei. Nei det var ikke sant. Haha. Neida tulla. Nei, jeg har ikke så mye spesielt. Haha.","0","71"
"Hæ xxx herregud","0","71"
"Haha. Kødder du. Haha. What the, hva da prankster. Eh, haha. Okei, ble litt satt ut nå. Haha.","0","71"
"Haha","0","71"
"Haha ja. Nei jeg pleier å si det i utlandet, haha. Ja, så","0","71"
"Eh, hva som, xxx nei, nei jeg vet ikke, ganske normal. Altså vi hadde lokkemann som alle andre hadde, eh","0","71"
"Eh, ja neste.","0","71"
"Åh, ja det var jo knyttet til den room mate experiencen da. Det var en sånn samtale hvor, eh, det var en fyr som drev å","0","71"
"Ja","1","71"
"Snakket om at eh han hadde funnet ut av hun var under age og sånn og haha. Ja, det var litt spesielt xxx.","0","71"
"Å gud, haha","1","71"
"Åja, litt sånn hvordan skal jeg reagere til dette?","0","71"
"Han, han sa jo sånn der ja, du kan ikke gjøre det, hun er jo, hun er jo under 16 du vet det jo godt og så, det var litt sånn. Okei det er jo bra at han tar det standpunktet, men eh, haha, liksom, ja.","0","71"
"Haha","1","71"
"Ja ja, haha","1","71"
"Hvordan havnet han i den situasjonen? Ja","0","71"
"Ja. I don´t know. Det var en telefonsamtale jeg ikke xxx men ja.","0","71"
"Haha, ånei. Å unnskyld.","0","71"
"Bli enig om to ulike superkrefter du vil ha.","0","71"
"Ehm","0","71"
"Vet ikke. Av og til sånn ville være usynlig. Og bare å se hva som hva alle andre gjør. For av og til blir jeg sånn stressa med meg selv hva er dette jeg gjør nå liksom normalt? Er jeg xxx, er jeg egentlig bare helt fucket i hodet, så av og til hvis du bare liksom kunne se hva andre gjør bare for å se sånn okei du og gjør sånn, ja okei fint det er ikke bare loner en hel fredagskveld liksom xxx watching netflix og fyrer i meg Ben & Jerry´s liksom okei andre gjør det og. Fint, ja. Og så liksom, komme meg ut av det.","0","71"
"Ja, haha.","1","71"
"Ja","1","71"
"Haha","1","71"
"Ja","1","71"
"Haha","1","71"
"Haha","1","71"
"Ja. Så du skal, du vil liksom bli sånn der liksom unlimited tilgang på sånn Big Brother type","0","71"
"Haha, ja egentlig ja, haha. Herregud","0","71"
"Skjønner. Ja. Haha. Jeg vil gjerne ha en superpower som kan se folk som er usynlige sånn at ikke de kan drive å ja xxx","0","71"
"Haha ja okei så det hadde ikke vært liksom Dream Team xxx Hei, jeg ser deg. Faen. Ah.","0","71"
"Haha","1","71"
"Haha, nei. Da er kanskje, eller, usynlighet litt ubrukelig hvis folk kan se deg.","0","71"
"Men ville du ha kunnet lese tanker?","0","71"
"Nei. No way. Nei nei nei. Det hadde vært eh superkjedelig. Haha. Også, ja. Jeg er ikke sikker på om man kan, det kunne vært en greie. Jeg vet ikke om tanker er så muntlige som, haha.","0","71"
"Nei?","0","71"
"Haha","1","71"
"Ja","1","71"
"Mm","1","71"
"Nei men sett at det hadde vært en greie da, at du kunne lest tanker på en måte, nei?","0","71"
"Nei","0","71"
"Ikke. Tenk hvor slitsomt det er da.","0","71"
"Jo. Men at du kunne kontrollert det da. Sånn","0","71"
"Ja, men ja, da, det blir jo liksom sånn der da","0","71"
"eh, invaderer jo alles mest private privatliv da. Det blir jo litt sånn disturbing tror jeg.","0","71"
"Ja","1","71"
"Ja sånn etisk sett liksom?","0","71"
"Ja, og så sånn for meg selv også psyken.","0","71"
"Haha","1","71"
"Jeg tror jeg ville hatt en sånn chill superpower som bare jeg kunne brukt som sånn sidejobb eller noe sånt, haha. Sånn dere freakshow greier. Jeg vet ikke.","0","71"
"Haha, chill","1","71"
"Haha, ja","1","71"
"Jeg vil ikke liksom at livet mitt skulle endre seg sånn supermye av min superpower bare.","0","71"
"Nei","1","71"
"Yeah, sure","0","71"
"Ja","1","71"
"Nå begynte jeg å snakke Engelsk xxx","0","71"
"Haha, ja ikke sant","1","71"
"Okei","0","71"
"Ja","1","71"
"Ja, ånei, eh ja","0","71"
"Han ser sterk ut. Ja, ja ja ja. Haha.","0","71"
"Og det var, det var vanlig alien, var det ikke det?","0","71"
"Jo, men den, han var sterk så jeg syns vi skulle drepe han.","1","71"
"Haha, skal vi drepe han?","0","71"
"Ja","1","71"
"Okei xxx får vi se da","1","71"
"Tre? Nei, vi skal trykke.","0","71"
"Okei","1","71"
"Men hva med, ja, okei.","0","71"
"Ah","0","71"
"This nutricious alien","0","71"
"Å, den har prikker. Skummel. Kan vi tappe og drepe?","0","71"
"Oi. Han er sånn xxx","0","71"
"Ja, kanskje. Han har de der klumpene.","1","71"
"Ja","0","71"
"Ja. Yes.","0","71"
"Ja. Sweet. Men du kunne xxx. Okei. Okei.","0","71"
"Null xxx. Great.","0","71"
"Oi, han så sint ut. Han har sånn skarpe tenner.","0","71"
"Haha. Men hva var det hjertet for noe?","0","71"
"At du skulle bli venn med han.","0","71"
"Åja, okei. Men han var blå. Men okei, drep.","1","71"
"Ah, prank. Okei, friendly er det blå? Friendly.","0","71"
"Ah. xxx. Haha. Okei. Men han hadde, han hadde sånn","0","71"
"Okei da, han er friendly. Okei.","0","71"
"Ja","1","71"
"Eh, 0? Får vi ikke 100? Hallo?","0","71"
"Vi må, vi må hente inn de vi. Å, han er sint.","0","71"
"Ja","1","71"
"Han dreper vi","0","71"
"Okei","1","71"
"Hæ?","0","71"
"Men alle er jo sinte da, vi kan ikke bare drepe de som er sinte haha.","0","71"
"Haha, det er sant det. Greit.","1","71"
"Okei, friendly? Ja?","0","71"
"Okei, friendly. Ja, sure.","0","71"
"Mm. Ja.","1","71"
"Okei Friendly.","0","71"
"Tror du tar dette bedre enn meg.","0","71"
"Nå er han litt kjærlig. Okei, men han har prikker.","0","71"
"Men han har farge todelt xxx. Han er slem. Altså, det må være en slem her.","0","71"
"Ja, men alle er farge todelt.","1","71"
"Okei","0","71"
"Arh, haha. Ignore? Hvordan ignorer man?","0","71"
"Gud. Okei.","0","71"
"Eh, vet ikke. Okei den","1","71"
"Friendly en er friendly. Okei, Okei xxx","0","71"
"Vent, okei friendly.","0","71"
"Var han friendly? Okei, ja.","0","71"
"Skal vi se","0","71"
"Oi, gains.","0","71"
"Okei, friendly tydligvis. Han viser muskler.","0","71"
"xxx","0","71"
"Vi tapper da? Var det sånn, hallo, ignorer?","0","71"
"Men han hadde, åja.","0","71"
"Ja. Hey","0","71"
"Er det ignorer? Hvordan ignorerer jeg?","0","71"
"Ja, jeg tror det er ignorer. Eller, ja. Eller hvis det er ignorer, det er ta på, det er drep.","0","71"
"Han hadde sånn der spotter som hvis vi tok den der så fikk vi riktig isted, gjorde vi ikke? Nei, vi gjorde ikke det. Shit.","0","71"
"Okei, ja, eh, nei.","1","71"
"You should have just killed. This dangerous.","0","71"
"Hvorfor var han farlig a?","0","71"
"Hva, eh, hva har vi hatt på den da?","0","71"
"Det er sikkert noe sånn der, eh, okei. Det hjelper å bare være vennlig?","0","71"
"Haha","0","71"
"I guess, I don´t know. Okei, den har vi hatt mange ganger nå, men hva er det vi har gjort feil på den?","0","71"
"Nei vi har tatt, jeg har alltid skullet drepe han. Så det er sikkert, eh, glad. Ja. Haha. Ja.","0","71"
"Haha. Så vi prøver litt kjærleik. Så skal vi se.","0","71"
"Okei men han der, han der var slem, var han ikke?","0","71"
"Jo jeg tror det.","1","71"
"Ja, vi dreper han.","0","71"
"Ah. Ah. Ja.","0","71"
"Okei.","0","71"
"Okei.","0","71"
"Eh","0","71"
"Okei, han var snill da. Alle er mye snillere enn de virker.","0","71"
"Ja, ey, Okei. Ja. Haha. Ser vi et mønster?","0","71"
"Okei, jeg tror vi burde satse på de snille as.","0","71"
"Han skulle vi, han skulle vi drepe isted.","0","71"
"Okei, å gjorde vi feil da?","0","71"
"Jeg tror, jeg tror vi skulle prøvd å ta xxx","0","71"
"På tap?","0","71"
"Nei, så han skulle vi drept. Okei. Så sånn og prikker. Drep. Men han viser gains, også prøve kjærleik. Nei, prank. Haha. Fader.","0","71"
"Han skulle vi drept, ja. Mm.","0","71"
"Ja","1","71"
"Ja","1","71"
"Vi skulle både drept og tappet han. Okei.","0","71"
"Ja, der skal vi bare tappe.","0","71"
"Ja","1","71"
"Nei, han skulle vi ignorert. Haha.","0","71"
"Nei men jeg husker ikke hvordan man ignorerer.","0","71"
"Nei, var det hjerte?","1","71"
"Ja kanskje.","1","71"
"Oi, hva var, haha.","0","71"
"Nei, hjerte. Det var hjerte.","0","71"
"Okei, ja.","1","71"
"Nei, det var ikke det. Hvordan visste du det?","0","71"
"Det var, nei. Jeg vet ikke eh. Okei. Ignorer.","0","71"
"Haha.","0","71"
"Ja.","0","71"
"Nei, prank. Okei.","0","71"
"Okei, kan du trykke. Dette var for mye press på meg. Jeg vet ikke.","0","71"
"Nei men jeg vet ikke","1","71"
"Han har ikke prikker, han var, ja okei, han skal vi tappe.","0","71"
"Sorry, jeg trodde bare at han var","0","71"
"Hva gjør vi med han da, den? Eller drep?","0","71"
"Ja.","1","71"
"Ja bare fyr på.","0","71"
"Nå mister vi masse poeng her, haha.","0","71"
"Haha.","0","71"
"Jeg tror jeg, jeg tror","0","71"
"Eh","0","71"
"Nei","0","71"
"Skal vi være snill mot han?","0","71"
"Ja","0","71"
"Haha, ja. xxx","0","71"
"Okei","0","71"
"Å, hvordan var det med han da?","0","71"
"Var ikke han snill han og, egentlig? Jeg trodde han var slem. Nei.","0","71"
"Jo, xxx, haha.","1","71"
"Okei","0","71"
"Okei, så hvis det er prikker, skal vi prøve at det er delt? Se om det er riktig?","0","71"
"Okei","1","71"
"Smart","1","71"
"Finne mønster og sånn.","0","71"
"Ja","1","71"
"Skal vi se, han har ikke prikker, så ikke delt.","0","71"
"Men han hadde muskler og tenner?","0","71"
"Ja","1","71"
"Men han var","0","71"
"Eh, ja. Skal vi se, nei det er tappe. Okei, hvis de viser muskler så prøver vi å tappe.","1","71"
"Okei","1","71"
"Eh","0","71"
"Ikke tappe","0","71"
"Han har ikke muskler. Ignorer?","0","71"
"Ja","1","71"
"Ja","0","71"
"Ja. Så, okei.","0","71"
"Ehm, muskler, tappe, ja. Det var den. Ja, ey.","0","71"
"Muskler, tappe. Ja.","0","71"
"Okei, oh, okei nice.","0","71"
"Haha. Tester hypoteser og sånn. Okei.","0","71"
"Ja det er jo bra det.","1","71"
"Muskler det var","0","71"
"Tap, var det tap og drep? Eller? Men, ja, okei. Skal vi se.","0","71"
"Ja kanskje det, mm.","1","71"
"Ja","1","71"
"Muskler, prikker, ja tror det. Nei, xxx. Han var grønn, haha.","0","71"
"Okei ja, så hvis det er grønn så","1","71"
"Skal du, det er bare å tappe","0","71"
"Okei","1","71"
"Han hadde ingenting spesielt, men det var de musklene. Skal vi tappe han?","0","71"
"Nei, haha. Ja. Ja.","1","71"
"Ja","0","71"
"Oi, ja.","0","71"
"Skal vi se","0","71"
"Samme greien?","0","71"
"Eller?","0","71"
"Ja, men han hadde, hadde han muskler?","0","71"
"Ja, han gjorde sånn.","0","71"
"Ja okei. Ja.","1","71"
"Ja, okei. Sweet.","0","71"
"Se","0","71"
"Tappe og drepe?","0","71"
"Okei, haha.","1","71"
"Nei, var å tappe. Eh, I don´t know.","0","71"
"Nei. Hvorfor, hvorfor ikke? Kanskje ikke han hadde sånn splitta farger.","0","71"
"M","0","71"
"Oi","0","71"
"Bare drep han. Nei, han skulle vi ignorert. Ja.","0","71"
"Eh","0","71"
"Han skal vi tappe. Eller var det han som var blå så vi ikke skulle gjøre det alikevel?","0","71"
"Ja. Eh.","1","71"
"Å herlighet","1","71"
"Å, han hadde sånn strek.Kanskje det betyr noe strek.","0","71"
"Haha. Yes, det er creme de la creme den psykologien hæ xxx. Haha.","0","71"
"Ja, haha. Uff. Vi er dårlig xxx haha.","1","71"
"Eh, ja.","0","71"
"Skal vi ta litt kjærleik? Eller ignorer?","0","71"
"Smart.","1","71"
"Den den pleier å funke når vi er stuck. Ja.","0","71"
"Ja haha, den pleier å være sånn xxx.","1","71"
"Okei","0","71"
"Ehm","0","71"
"Det var et eller annet med den tappe muskler greiene, den","0","71"
"Ja. Ja. Ey, xxx","1","71"
"Okei","0","71"
"Altså","0","71"
"Ah, hva var den da?","0","71"
"Det er sikkert bare sånn random og så later de som om det er et mønster. Ehm","0","71"
"Ja","1","71"
"Ehm","0","71"
"Ehm","0","71"
"xxx","0","71"
"Muskler og","0","71"
"Men den har, har den vært riktig noen gang?","0","71"
"Den har vi dummet ut litt på. Nei, det var en gang vi fikk det til og så","0","71"
"Okei, ehm, xxx, ja.","0","71"
"Jeg vet ikke","0","71"
"Prøv å drep?","0","71"
"Okei","1","71"
"Nei, vi skulle tatt den ja, okei.","0","71"
"Nei. Da var det nok det ja, ja okei.","0","71"
"Og blå er normal","0","71"
"Eh","0","71"
"Tappe?","0","71"
"Ignorer. Oi sorry nå overkjørte jeg deg. Okei kanskje du kan ta over litt nå, haha.","0","71"
"xxx. Jo men det var jo riktig.","1","71"
"Ja men det var jo, okei.","1","71"
"xxx, muskler, den. Nei det skulle vi ikke ha gjort. Nei okei. Haha.","0","71"
"Joda.","0","71"
"Haha. Ikke sant, det er lett å bare begynne å gjøre det automatisk, haha.","0","71"
"Okei, eh, tappe? Nei,i det skulle vi ikke ha gjort. Okei.","0","71"
"Mm","1","71"
"Ehm","0","71"
"Det er vel et eller annet sånn som jeg ikke har orket å begynne å tenke på, sånn der","0","71"
"Ja. Han ligner på den forrige bare han er blå. Så hvis vi prøver å gjøre det samme. Nei, da er det bare tappe. Så hvis","1","71"
"Okei","0","71"
"Grønn. Prikker. xxx","0","71"
"Er det hvor mange egenskaper de har eller noe? Og så er det sånn der","0","71"
"Jeg antar det, siden hun sa det. Og det er different traits som vi skal vurdere.","0","71"
"Ja","1","71"
"Men","0","71"
"Kanskje vi egentlig må telle liksom hvor mange","0","71"
"Ja, okei. Grønn, nei han skulle vi tappe. Å herregud, haha.","1","71"
"Okei","1","71"
"Ehm","0","71"
"Altså jeg bare trykker på noe jeg. Og så xxx, ja haha.","0","71"
"Og så mister vi masse poeng? Ja, bra haha.","0","71"
"Okei, grønn og prikker.","0","71"
"Ja","1","71"
"Ignorer?","0","71"
"Eller drepe?","0","71"
"Ja","1","71"
"Ja? Haha.","0","71"
"Eh, ignorer.","0","71"
"Ignorer?","0","71"
"Okei","0","71"
"Okei","0","71"
"Haha, den redder oss liksom hver gang.","0","71"
"Ja, haha","1","71"
"Skal vi se","0","71"
"Han, han tror jeg vi skal tappe og drepe.","0","71"
"Ja. Nei. Bare tappe.","1","71"
"Okei","0","71"
"Ehm","0","71"
"Altså, de som angriper oss har ikke noe å si for oss da?","0","71"
"Nei, tror ikke det.","1","71"
"Nei, han skulle vi drept.","0","71"
"Okei","1","71"
"Okei","0","71"
"Ehm, ignorer?","0","71"
"Ja","0","71"
"Nei, tappe. Å herlighet. Det er kanon, haha.","0","71"
"Eh","0","71"
"xxx","0","71"
"Nice","0","71"
"Okei","0","71"
"Haha. Det er jo, vi tar jo mindre enn xxx","0","71"
"Minus seks hundre, haha.","0","71"
"Nei. Prank.","0","71"
"Jeg føler vi tar mindre enn en chance riktig liksom, haha.","0","71"
"Haha","0","71"
"Jeg tror nok vi gjør det ja.","0","71"
"Ja","1","71"
"Arh, okei din tur. Nå har jeg senket oss ned i graven, nå får du se om din hjerne fikser det. Ja. Ja.","0","71"
"gitt opp?","0","71"
"Ja men det er de der, når de har sånne flekker","0","71"
"Har det noe å si? Ja.","0","71"
"Er det farlig?","0","71"
"Okei, flekker farlig. Det var bare, jo men da, ja vi prøver den hypotesen. Flekker farlig.","0","71"
"Nei jeg tror det var en xxx teknikk haha. Ja okei, flekker farlig. Men splitta flekker er det farlig? Eller er det","1","71"
"Er det ikke alltid splitta flekker?","0","71"
"Nå hadde han sånn strek i midten. Kanskje vi skal kjøre xxx da.","0","71"
"Ja mm.","1","71"
"Ja","1","71"
"Nei, vi skulle ignorer den.","0","71"
"You should have ignored. Ja, haha. You´re welcome. Haha. Det var","0","71"
"Ja. Minus åtte hundre poeng. Well played.","0","71"
"xxx","0","71"
"Klar?","0","71"
"Ja. Okei?","0","71"
"Ehm, du starter med over den Camera Shop","0","71"
"Ehm, og så går du til kanten av ruten, altså mot, eh, venstre.","0","71"
"Ja","1","71"
"Okei","1","71"
"Og så går du ned under Parked Van","0","71"
"Okei, oi, nå gikk jeg utenfor kartet, haha. Det var ikke så lett å tegne","0","71"
"Haha. Jo men den gjør det litt det og. Eh, under Parked Van. Og så opp igjen rett over den Alotments. Men ikke høyt over, bare rett over.","0","71"
"Okei, skal jeg til venstre eller høyre for Alot? Okei.","0","71"
"Ja til høyre. Altså, eh, ja.","0","71"
"Eh, ja.","1","71"
"Ja. Hvertfall opp og så over og så eh, langs til høyre så du er litt over den Yacht Club. Ikke høyt, eller ja litt høyt over en Yacht Club.","0","71"
"Okei, så jeg skal vel litt ned igjen?","0","71"
"Nei, du skal, eh, gradvis oppover.","0","71"
"Gradvis oppover? Oi, eh, okei.","0","71"
"Ja","0","71"
"Så litt over Yacht Club, og så stopper du over Yacht Club.","0","71"
"Ja, da, det har skjedd noe rart her, men okei jeg er hvertfall over Yacht Club nå.","0","71"
"Haha","1","71"
"Okei. Eh, og så opp og over den Disused Monestry.","0","71"
"Opp? Okei, så det er ganske langt opp?","0","71"
"Ja","0","71"
"Ja","0","71"
"Eh, og så skal du, etter Disused Monestry så skal du over Alpin Garden, men ikke rett opp du skal liksom ta en sving.","0","71"
"Ja okei, sving.","1","71"
"Så, ja, ned og så svinger du så du kommer inn fra venstre på en måte.","0","71"
"Okei, ja.","1","71"
"Ehm, så når du er over Alpin Garden så skal du bare videre opp over Youth Hostel.","0","71"
"Okei","1","71"
"Ehm, og så skal du ned igjen. Så da skal du ned så du kommer under Telephone Box fra høyre av.","0","71"
"Så skal jeg krysse over den linja?","0","71"
"Ja ikke krysse over men sånn de er rett parallelle ved siden av hverandre på en måte","0","71"
"Ja","1","71"
"Ehm, så når du er under Telephone Box så går du eh litt til høyre og opp forbi den der Thached Mud Hut greien, så kommer du, så er slutten ved siden av den East Lake.","0","71"
"Til høyre for East Lake?","0","71"
